timestep,soil_organic_matter_N0.8_C2.5,soil_pH_N0.7_C2.8,soil_moisture_N0.4_C2.0,nutrient_levels_N0.6_C1.8,soil_structure_N1.0_C1.5,microbial_activity_N1.2_C1.2,biodiversity_N1.5_C0.8,soil_salinity_N1.8_C0.5,soil_temperature_N2.0_C0.3,soil_compaction_N1.6_C0.1
0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,52.40650880619326,50.92873893357352,51.47725452532767,49.271366192646546,50.32851406905679,50.841821615763564,49.11371381716347,51.12660478268742,50.043860937363505,52.12538275293911
2,52.97445192330141,50.14729335899495,52.87956955318005,51.207833338099746,50.49462524512049,49.5030529513932,47.09012976701027,52.163084039412155,49.581113287011185,52.756780242685785
3,52.71340518385343,51.15879377503751,51.14140122707909,53.42263022931019,49.74020190431771,52.9519228267944,44.60906999457551,49.569266522319936,51.60789973551506,55.57153065809485
4,55.08118006588726,48.9340497029593,48.910437670993474,53.118689155245114,52.69889997391268,50.55974127758013,43.650565969532884,47.07812089228341,52.133060516868156,54.95634718788401
5,53.74276680909166,51.71689597673354,48.66792862660142,55.75840284535027,50.96879450127889,50.31129741045719,41.8409082809755,45.34914658254306,53.500187191695225,54.6581751227656
6,52.3876523149029,49.78984915580842,48.38840336373314,55.59418623057847,48.89764416669043,51.710232529216704,43.992763541304065,48.4598700912344,54.151864734215586,56.63385724212261
7,54.404686897124236,46.97183845318012,50.28085644095306,53.5210396811555,47.59266199070768,50.798452055200165,44.29987840912254,48.061696610594566,57.326135414978644,55.85831870398068
8,54.0508987562116,47.78920163207212,52.575363384941895,55.10574140262482,47.290334426101914,50.25614802973279,42.957370163802004,47.27495540380961,59.436344451271346,52.556875908145415
9,52.06219915310257,51.035891772110595,50.53841904875259,56.83294987197051,49.92353555085414,47.94601549773216,48.088784841603726,46.93997266608578,60.03406984988547,51.70083789841278
10,51.41001976332366,51.49274717227907,48.38791840240001,58.39631961267126,51.24769357606956,49.88652694938421,49.03830217618875,45.29092081379097,58.69602688499395,53.334007680706144
11,54.29260846588846,48.36511068687248,49.90111804221379,57.085630718033784,53.088881651262064,48.010672351405724,50.7069250065963,45.36701167736808,59.07395827298772,55.23321651517468
12,51.0113497053313,45.18532652094608,51.63699769220593,58.404909078095635,55.09093729887083,49.47811772797461,49.448062659069095,45.5592104097529,61.13601918433041,53.51758504206783
13,54.107011065951696,41.620252643182724,53.862680988114015,60.02828913478528,54.909779753078396,52.40636404896691,48.92974066185931,45.11065947375573,59.68808974850353,55.1331510561087
14,57.16882928052523,38.947615793626035,53.66526205092309,58.20310265935658,57.87199332277939,51.549202562153155,50.095439022935565,44.09667807888977,57.88296594681358,56.275917535473305
15,56.626067357131525,42.49629694430414,55.82552514736274,60.49072867918899,60.3790553439044,51.66089357678891,51.57992711304969,40.29037023969706,59.18895651549202,55.798040165932875
16,58.92960544181072,40.31507508639287,54.136588562087795,58.84634774565891,59.82841194826787,51.57450724120488,51.365689702312736,41.33518213753112,58.62055907684594,53.51088869191996
17,59.7885835281738,37.96370571215069,51.946037756756986,59.115772330510644,58.48479774373216,54.16133722569912,50.565213816752845,43.65106276596705,59.410083654025065,51.397364036475494
18,57.048840420245504,38.2160690940585,51.81433874201897,60.641545919624605,57.545317234314346,56.19448316456613,51.257937213206986,43.11368677332461,58.41641203480156,53.08820916355273
19,56.71270202749379,39.805868735712195,52.093700003539446,58.67543324061032,58.027488233925254,55.58767142324882,50.39642868841223,43.35746883606215,56.933767004935554,50.39551591534229
20,54.12062145929741,41.78141510847381,49.68569079398166,57.86241279384926,57.4445031793859,54.64226817292289,47.35339377012553,40.711168084077336,56.64289245198562,49.65279037096721
21,55.36941811044316,42.25253623788715,47.95975160905611,57.62828586089952,56.9480226549284,52.29068867587049,46.87992509642979,39.12385159151213,56.4337025119478,46.90420264910693
22,57.51754781940177,45.39569248368501,45.86686623376104,59.00745107851661,58.667812595240754,51.15542753525161,49.24340477601471,43.74264527756439,55.160826173124015,46.132419213915355
23,56.39540789441834,43.12300544449924,48.243652417819284,58.99073170586177,60.588541513893404,51.237932689382184,50.73850881922972,46.733109546948064,55.98426107367691,47.659304985261436
24,56.77680721529362,43.004960608578386,49.01844881012448,59.08956137787025,63.00880131986197,50.76011124427172,49.42140588271009,48.16538782737666,56.845871821729816,49.772843024783434
25,54.450466358874,39.604952491094174,48.84592819318761,57.481284510208276,64.05336905523629,49.09705666705005,51.189109265195,51.55816478985489,54.30095519529084,49.73884500549316
26,51.21371295147549,36.50828740895157,47.08577141176357,59.70460341254762,63.7980179556406,50.17360121443389,47.434727603028925,52.28346442109505,51.40566107314448,51.8505060355054
27,47.44534962323718,36.08922816004509,49.582595939238814,60.60243363168887,65.21768659766299,48.48095094316753,46.57809247470653,53.49726364350683,48.936202809619786,55.14837846425633
28,46.20658718974279,36.836014293993465,51.53781390406541,60.548250835218816,64.3129534162978,51.089111601572135,47.84510236113328,54.5508627535758,51.43382039576872,57.121278757828435
29,46.11632641384041,36.90510573852782,51.165460303640465,62.67959511108838,66.13460748851408,50.644111833136115,47.84878660628235,55.505641343917084,50.239077317444384,58.98156598162051
30,45.79246934759184,36.376124438374674,49.04150204331706,63.782644933829474,66.98290562996831,50.38026159343146,47.934875368364274,53.74834329119123,48.6607995014089,58.22295501715574
31,45.782982368712496,33.39641342776376,49.39714181997076,62.18668948588946,67.61946753545826,49.53167150374556,47.738608589511834,49.837928642656266,47.21638977907175,58.82186770464734
32,48.635920408477745,31.610023560875824,49.26721781235328,64.41947906218742,68.3264499297915,47.93546221219815,47.52138312044809,51.9450901929423,44.69524077474889,60.14723976860302
