timestep,soil_organic_matter_N0.8_C2.5,soil_pH_N0.7_C2.8,soil_moisture_N0.4_C2.0,nutrient_levels_N0.6_C1.8,soil_structure_N1.0_C1.5,microbial_activity_N1.2_C1.2,biodiversity_N1.5_C0.8,soil_salinity_N1.8_C0.5,soil_temperature_N2.0_C0.3,soil_compaction_N1.6_C0.1
0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,48.65479955424006,52.168708995398,48.62821438108264,50.91036838537985,48.041373724070695,48.90161817832153,47.54990225168838,49.04409589282476,48.58456119493917,48.389117253352964
2,51.43843507357191,55.11945033873697,46.368264098047824,48.02540407326674,46.5093659371541,47.86316603548686,48.810590377156025,49.10178022664295,50.51072430353002,49.30428620571279
3,48.71354892051021,55.53224968689494,46.0221530870257,45.93353346221576,48.43633686194542,47.72112955904115,48.4687862866996,51.149707662178216,48.67858770385735,46.903264943027814
4,48.67639121313754,55.38733203115412,46.1003900909508,46.972017060558585,47.18208784665902,45.75374775103067,48.806139388368464,50.10013091766734,45.357386053516635,45.99350739147145
5,46.44926596944217,55.411340181776694,48.45254832218751,46.332943807074756,46.43554550880598,42.44583279026664,49.60285852333393,50.5930819238379,48.61107591573093,45.54880559200295
6,47.90594757509105,58.97808438593361,50.77732096865302,47.96487045646066,46.26988557139916,40.29637656763296,48.63824760177881,53.35098421872021,47.50826988770246,45.65483664881238
7,43.902380542946375,57.015322005115664,52.672329450365254,46.05507020201551,46.33289372350888,39.01678314889273,49.701008698835054,52.74703275858585,47.169291951805526,44.02005579461781
8,44.89414699964282,57.94077339854525,54.55964875688845,45.08833249647189,44.57277329751457,36.903437443167526,50.16898612437176,52.514173354898425,44.42457081892036,45.547281245249984
9,47.111518800894856,54.702455585321694,54.540150788184064,45.27091006984448,43.84787587372423,36.47714633097629,50.335372703047604,52.74972178789421,51.16522857614336,45.59194016993475
10,48.374454974087165,56.91279534121709,54.75892164253419,44.04482576030561,43.036608370411166,35.129264200729956,48.336037027900645,54.73697445923052,49.843260703209076,47.47168534081687
11,48.80860368478292,58.70404210909181,54.517915693498544,42.56773797524692,40.38388642673133,36.50907220677752,48.53873057240376,54.736660007873766,50.55146703643538,46.88758426272342
12,50.183197722439004,59.42543307957269,56.4770131849432,44.66971991399631,41.02207479942516,35.8256572802662,48.80593704774959,55.655896622603436,51.54220026755,46.39133735094209
13,51.47203547595683,56.67186997925597,57.920534574007824,45.91008467979982,41.59742459365565,36.435404412455355,47.936861736831034,54.386643513637935,50.14689646016748,44.496511447035736
14,54.87060516881948,59.88934895834006,60.17588235535113,46.32958187006688,42.89377720587196,35.34057022201122,50.05814372426869,53.90444768016786,48.34647037621448,44.20123781842429
15,52.61108718047241,59.702409957093906,57.4703877906572,46.35635396110982,41.462919585228214,35.16642346770679,48.014128142779995,52.28046751845116,46.30218203323815,43.60504855923944
16,50.6469555297006,59.26241849258195,57.13801478311897,48.76333444840174,41.87831186921988,37.05012749656274,48.156388179148095,54.37923603409464,45.42992591507601,44.3573208307724
