timestep,soil_organic_matter_N0.8_C2.5,soil_pH_N0.7_C2.8,soil_moisture_N0.4_C2.0,nutrient_levels_N0.6_C1.8,soil_structure_N1.0_C1.5,microbial_activity_N1.2_C1.2,biodiversity_N1.5_C0.8,soil_salinity_N1.8_C0.5,soil_temperature_N2.0_C0.3,soil_compaction_N1.6_C0.1
0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,49.87197671299947,53.378749866816115,49.86840189842269,51.977226026999375,49.13059067892553,50.277731522818115,49.771307747593205,47.603081438742514,49.04354717697646,49.01517360136695
2,48.59376872457148,53.45381363029938,47.58872951301213,50.15090272649433,50.57876342138173,49.403734234573456,48.31227621603386,48.66249242022036,44.9222090880286,47.318908423898215
3,48.025018273665495,55.95181989024217,47.64810267573757,50.67269356751945,50.832333092552325,46.78043810852445,47.34511132290452,45.073996558984746,43.960312715638615,47.899928005685574
4,45.255772952848865,56.327226586682706,45.5787938563371,50.92085409342548,53.094369330450405,46.99713417944545,45.98048470710701,43.91706155981083,45.45133915147124,48.99146756502431
5,45.34683147674463,53.72627717319503,48.22711918878722,50.898122612113596,52.574513762575904,45.94868850911764,44.994100939240035,45.43395364109307,42.299699079595655,48.80444100357023
6,44.79156055269684,50.7191536263572,46.11651893014077,53.66738692029192,50.90425939556452,45.384067287009515,44.27370915270018,44.364526159185985,44.61835196899789,47.458407111063465
7,42.13642041284932,53.68345938643114,45.70848723994446,53.96488556183658,51.495807976131225,44.28972438777142,44.665505435137604,44.8068631848389,43.7947730997369,51.80781808761792
8,45.29784802882132,55.92179531347077,47.549677607234706,53.85583791795152,52.243106481711585,45.10137394224065,44.66869373688763,47.00811656638267,44.15146443639989,53.37404322374777
9,42.807196274053695,55.09176862791845,47.660871612885764,54.28268416971501,52.095602896070254,42.44508575758558,45.49316449243301,48.194364993111556,44.820459483775124,53.30052978125309
10,39.48830138104022,54.16870136696334,47.76667130010449,53.90030034826289,52.538086632919416,42.723005812715456,42.37151018321005,50.608425449132994,47.90123642629147,53.84289388808785
11,35.86017514162618,56.73994763913601,49.61552643693848,56.36396483392624,54.82728744475098,42.50311740168879,42.15165507378195,51.75927968234901,45.123996899298746,54.313691905456864
12,38.16170411877055,59.1601172440325,51.72751326869924,54.65553484077899,53.99058376529582,42.693861713360604,42.42518552294946,53.26611424192617,44.31649771650272,54.947655700828754
13,41.34283147201655,61.41628530874624,53.98302724115008,52.30834727376599,55.485125310248144,41.3838436641602,42.640184017079704,54.06783416300568,45.562452019561725,54.073778921964745
14,45.14373412944584,57.3201362254823,53.50315254373253,52.98000485525947,55.60494452401203,41.69898136310068,43.618631180133384,53.31891802910031,46.969277500957304,54.36912397683593
15,41.26122482020112,54.164906384056074,55.06910622137877,54.32759142571915,55.420042696824055,40.2635498821119,43.950721828545575,54.336071718729684,49.684952975318154,57.53070008810804
16,43.78623756223095,51.38165267455966,52.71847429251072,55.16670641101001,56.75213796742097,39.89545502550058,45.612032980762145,51.62157449866462,49.02453746730327,55.696011232946674
17,42.996608263895695,49.28609653668046,50.68498241412315,56.07881192178587,56.75288138207145,40.237992465874534,48.402116083768604,54.250308437959845,50.19494926185712,56.58167908976339
18,42.28996428786041,46.12993861888684,48.885594524869006,58.20564347294745,58.48428540072833,37.15300377658935,48.25011609409791,55.888732910143325,51.891466536890526,58.744806087702564
19,43.75634571374318,46.167832984805415,46.947291917102184,56.35010187107335,56.4438589378255,37.964141233057305,47.98099170340551,57.391226204521665,56.56984953118295,55.399780436346035
20,46.55968555254503,43.196130253883155,48.8423891509191,56.83885670036233,57.45947287143077,39.46291454690892,45.551182185734255,56.816533313562005,57.85596242685019,55.600725006508014
21,43.771963665160506,40.92971394300655,48.91800855581609,58.008400449922085,59.24057456342291,38.398989374484344,46.033452152045356,57.8955029333111,57.34606920404154,58.20808451373624
22,43.202430507612114,41.652117027397686,46.75604168303506,59.01534836549744,57.67990930405228,36.63181207748885,46.98014169748417,58.098881127750815,55.35482213387925,60.53029861681436
23,43.78522740689761,42.161902885429406,47.504072059459055,56.5620902160455,59.38170900437106,36.866808514905735,47.30222705118661,55.34596957392409,54.112481397942005,57.25262194968137
24,43.50979420322814,45.377890039928516,47.40379905686236,57.72833790209941,60.60682182955025,40.009993967869406,45.85792380820412,54.79880668836777,55.46527905135814,58.52501601996796
25,46.66007340766032,44.22450985723187,47.8849386972389,57.07788561070639,59.83166282341167,39.23446817603791,46.4848888755316,54.56390212679175,57.66194068532278,57.60210961364157
26,43.71293613737195,46.19583828251492,47.645881264209905,55.8530113159249,62.01838154519819,38.42131842612281,47.28738675475385,54.275591141653045,55.88376265168706,58.92804374576851
27,44.99241924270952,44.50505413592512,47.607970986981265,58.16425856504661,60.134382021402125,38.88254167847581,44.18938120066297,56.1595519945786,59.64948664583889,59.95795297925399
28,42.54617095791738,44.701920837026144,45.35666971865497,59.002319353145566,60.83627157547011,37.89753938951481,42.787540958588934,55.77407882663309,57.16473665169261,57.817599454277904
29,40.218931398888934,45.36333010501289,47.724072017694986,61.29175684225916,59.9077328272237,41.08905049571907,42.9170172959835,55.85745194005793,57.410109885582145,59.58653920118681
30,42.759759587251004,49.62225664815066,45.199331819790416,59.306095033487445,57.01455517286574,40.649287890056975,45.6752404208406,56.20060451233686,59.518767197417304,62.04578831947818
31,42.50600549392133,47.7606878935976,43.24288318767381,59.4572894366267,59.000151208909244,38.68258016142289,45.928815529365146,54.58905648826035,59.416198338784874,60.76947572365232
32,42.775021273298684,47.68132353630178,41.513500812897476,59.31584258432195,58.67280144601925,40.645284675164426,45.30106946313548,56.12991322853995,59.000527824185845,58.9030393774709
33,46.12776120148228,45.93045797528194,38.88666578073449,58.20417802195814,55.86597076331056,41.03745133896846,42.08378155348769,55.9305966684172,58.93799493079371,58.76388202811239
34,48.62530026919624,45.48671831440624,36.360269005409094,59.763680366002454,57.35304098958598,41.53105646687902,42.93374780179961,54.254903909743966,58.62921237329751,54.66890688273322
35,49.39134119205826,42.92548291240406,38.64454461593482,58.69511534815655,58.16452615614253,41.83460042341958,41.63669718188369,56.316392137171135,56.83773936794563,54.75587409443299
36,49.92541284313709,46.098027142223565,40.029335003204,57.328798125129396,59.023369526510905,41.89657281580616,41.545428390893406,54.86854020864306,55.90892668490369,54.934319558509
37,46.42063902629423,42.28977883800712,40.995728918583474,59.30059055064206,57.089219245784975,40.490712654618335,40.43290325483531,56.55344701543446,58.54986969405163,55.6920911710808
38,50.620477675136826,41.90681684745253,41.089233996789176,57.70517082243181,55.81051940505273,41.353420488124684,41.8540823985984,55.32388497402363,58.575403984567096,55.59342746810938
39,49.886547544877935,44.162909417743464,40.11360532961937,59.60106200513727,57.518010861555865,41.95183535578394,41.91052423959463,57.21430800289404,54.496488220448455,59.49381829571161
40,52.34675672939374,44.433827479479845,37.606844686592034,59.34284106424252,57.61795695670072,41.218203535999955,38.72367138841578,57.8317713443726,56.80038075721407,58.240574652000134
41,50.128324199575864,48.13377478432892,35.290577149074984,60.494544745501685,56.18149618411599,39.57720525520322,37.235002637311325,58.933762933677386,54.53824342973809,57.82715632380306
