timestep,soil_organic_matter_N0.8_C2.5,soil_pH_N0.7_C2.8
0,50.0,50.0
1,45.93102304126461,49.766220285536725
2,44.10043632958797,52.976120223678585
3,39.83917768388981,50.286790280046375
4,41.19901294096349,50.6465563106808
5,41.202658103589094,54.13364945810855
6,40.17560193714587,56.53109846504186
7,40.572234877886935,53.49902150984802
8,43.16560582913824,57.14321061105522
9,40.86461620152671,55.97866813022503
10,43.34970805482442,59.09701447849789
11,44.05043438532521,59.02242815829223
12,41.4413105955148,56.969152472633574
13,41.870435767501604,57.22294078964913
14,44.85617133178177,58.86437905713501
15,45.89445655818348,56.10419395641287
16,44.01896056908773,53.21280735654429
17,41.211165159088644,50.29849838503157
18,41.17644756734397,48.489777010876345
19,39.88556377428305,48.90525082448272
20,40.098449188099664,48.96493661178331
21,37.99315079961425,48.55250616649056
22,36.45404722831454,50.13548254910338
23,33.76573873927764,46.3867656704304
24,34.69159109659272,48.838195608470464
25,36.783521865419466,47.58844398617282
26,38.67879281212373,47.113004213414015
27,39.80983681088335,49.817998637484074
28,42.44730328139571,49.20705053669573
29,45.47816354961285,52.14975417575062
30,43.844786528846655,48.65660700482451
31,43.27910160392392,45.69958325822941
32,42.10230951721561,46.51461549186303
33,45.143646754653396,46.76830640046378
34,43.21668259806945,44.62385477187529
35,41.20536325332574,48.07569660893985
36,44.05537847923702,50.82882636017408
37,42.978813966023914,54.44643667292813
38,44.84117790253359,54.76385313657372
39,48.05381487434595,52.37948345107738
40,45.49172199572974,52.90591859332238
41,42.95475422440907,52.19104730991808
42,45.78147430852031,52.942836410863904
43,43.800375054432955,56.49953262232636
44,43.93862188031408,59.08802953464642
45,42.8316289226912,59.51190663773347
46,40.792032054452655,57.26675421563804
47,41.33436175840058,55.201274165011036
48,40.166995075978335,55.392348342544174
49,37.62014108630158,55.779015688162
50,38.30623282977174,56.543895662644445
51,34.8868100355646,52.730585616850036
52,37.68209604355024,55.80491879097545
53,40.915147322377436,56.91350684820062
54,41.76457119595863,59.29922979447153
55,45.49939715622992,61.05463187853793
56,47.32773163909339,63.68839958048996
57,44.85225117541511,61.223090037526944
58,48.66204896047823,58.90090378059793
59,50.037540743339086,56.16479627133336
60,47.74934549574204,58.30915304749017
61,45.34066131917007,58.52074788595242
62,48.40136699099272,58.27799727850409
63,50.47674752204487,61.168236722321154
64,48.68215834135682,61.853711728159894
65,51.47400894912481,58.41954189931399
66,55.34371222567056,58.14400724018526
67,52.962865864113084,61.14441232047268
68,54.967679380040884,55.92637384592484
69,52.17439866970756,52.92920320534057
70,51.49267841104221,55.784329970867674
71,54.709490374748654,52.59868323655945
72,56.534930241283305,49.72522033444175
73,58.285323345666,50.46270193490952
74,55.622040884373675,47.40418900780913
75,56.432530868837915,45.21657489265078
76,59.571306703297566,44.31689199843784
77,62.28870060759728,43.199408087341695
78,62.40032734560978,43.184959302759815
79,62.981870081629474,39.95845432014767
