timestep,soil_organic_matter_N0.8_C2.5,soil_pH_N0.7_C2.8
0,50.0,50.0
1,51.80988432056926,47.10471567174987
2,50.20144685366662,48.19824433395887
3,49.95941689123368,51.38150291611772
4,47.88618204205737,53.824370224306946
5,50.08380830289125,53.94976581515553
6,50.39501503519971,50.72826036002904
7,53.19700600021309,47.687112446268706
8,52.00976857932687,45.627838691456866
9,48.820562072523956,44.03564422217265
10,50.362204261913064,41.112937763475095
11,52.619835884686935,40.12496316154084
12,50.87205297624575,40.20565288674542
13,53.05681154140457,44.00303936846591
14,52.3654307475396,46.19505490823377
15,52.22244209191987,43.47008740007692
16,55.47387173450594,43.38015009055582
17,53.77110033764846,43.34451450202549
18,55.88994695668597,41.38303849084802
19,56.87168367594745,41.38616637408409
20,59.05669611164194,38.38304798353538
21,60.71024289730909,38.079580339345725
22,57.393752802950196,34.4268387438688
23,56.01796430836779,30.431342002173626
24,52.968722953930936,32.590157803541665
25,55.97930617895765,36.005763798887095
26,56.28692014965386,31.964428462952345
27,54.85141024794033,28.655351630871966
28,57.89631491853492,28.839943741489027
29,58.30977627095135,31.47517826395804
30,58.468726131639364,31.277630604903564
31,57.8753517936068,30.66850441429549
32,55.086827486317404,27.459351339464707
33,55.549201677260726,25.791655163581847
34,59.55379732191982,29.30678004286587
35,60.424995196456045,28.89609223487216
36,62.97857901237881,28.091272295885194
37,63.46947863137145,28.954349835314197
38,61.06548179857593,27.861303011667307
39,61.60983391029811,30.091085646455827
40,62.343633595823135,27.650594095397267
41,63.96700815000457,25.62137881760205
42,63.173048153503196,26.75675274682809
43,66.61480002832339,30.23191981359225
44,63.896411678328406,32.68408450166349
45,65.7087323456914,33.407238307094715
46,66.67941056299203,37.08682027137849
47,68.87402239441678,38.254329123724354
48,69.69689714163508,37.36266965617327
49,72.68194153582319,35.19185195929587
50,70.29343486430643,37.36529226787967
51,73.37091393584423,34.7180008572923
52,73.34127818650407,38.20028122541206
53,76.37117542037976,41.18235533232662
54,78.1849757066038,40.82880476003679
55,78.09749195822708,38.51842941181138
56,75.11970650483967,36.90096537539986
57,77.68503176380331,36.94617568304308
58,80.96535867808137,38.94359388765334
59,83.29808991554823,37.032450260968325
60,82.47257610581751,36.501888779322194
61,80.19762421548198,36.655539201753776
62,84.14385549939784,36.47667078121113
63,87.54915221399088,39.44303914879591
64,84.80264050790163,38.40875916726683
65,87.42544550942306,38.9202616125886
66,84.93408856592524,41.2836388671122
67,82.08103085592083,37.82728876047413
68,78.7865333666126,40.57332401209849
69,79.65545005429709,42.3554508751259
70,76.43605754949144,39.439644444073714
71,79.39785755626559,35.91992083449805
72,78.52753212162025,32.59356328156258
73,81.96297304464045,31.123007998528806
74,81.76994415691865,27.771983859223372
75,80.69993487330477,24.899592539570264
76,83.59183463371387,25.969710423742672
77,86.80047536169371,26.23172823145179
78,85.2823713683062,26.40869546530232
79,87.01688836728512,22.994608912427662
80,90.20783718757846,20.61958565420974
81,94.31413282031576,22.626242075031897
82,93.87955086005175,18.956934003282417
83,95.76625231238106,19.347913950034926
84,98.00463734764864,16.70296760923861
85,95.31680247138588,15.45287477628524
86,92.19855790207191,12.401717144465753
87,96.35142975515723,12.073034727875337
88,97.85455558593947,12.935410278885081
89,99.5672349543095,12.475201641439487
90,99.1588871908811,15.402578608051284
91,100.0,17.434203446944952
92,98.20817130403883,19.1027258117715
93,98.8126182384782,19.06827987172019
94,99.40156608798775,15.728823583344855
95,99.8032357276931,19.260053196756658
96,96.01376066499317,21.60596018167755
97,98.66440473608716,21.000843457621034
98,100.0,17.389104807955214
99,100.0,16.67150810223903
100,100.0,20.216704621047253
101,100.0,20.044495930147576
102,98.2990219867054,22.362410546571734
103,100.0,21.078307515966653
104,98.10358971138592,21.638214087659858
105,96.90711678767221,25.050627327717386
106,99.46545283084353,27.668627586373216
107,97.33184107188852,27.646869633653726
108,97.62176661541073,26.99686616131594
109,98.63035253088171,23.330241720905324
110,100.0,25.727660669429326
111,100.0,22.297889607882652
112,99.80577309423354,23.82644379050556
113,100.0,26.391097397834603
114,100.0,23.76683758297957
115,97.62047281389496,21.865060742484527
116,95.438504764467,25.15578325154011
117,97.14595977044048,23.50503788370118
118,100.0,23.49107710597175
119,100.0,20.30455110110845
120,99.05931412094372,20.31923332940918
121,98.41064244699788,20.625002227912688
122,100.0,20.499638058502526
123,100.0,23.853320378992446
124,100.0,24.195468103602146
125,100.0,27.547983101941774
126,97.63497142153734,25.14811519514375
127,99.72142206311706,25.775445412819117
128,100.0,29.0654517130661
129,100.0,31.986419278915292
130,100.0,31.45695866844761
131,100.0,28.965698635746925
132,96.99444626275303,28.03687046849903
133,94.93131481298006,25.684016987268542
134,91.96412178706213,26.499904425066106
135,93.86156631374305,25.855809049091473
136,95.212204741139,24.265727995264406
137,97.83360018618752,21.230928847104373
138,98.10731791691313,23.13440501648548
139,95.87485543316035,25.612086440292423
140,95.80330159523503,22.569901406896186
141,95.85579666439422,25.98631229495107
142,96.15223517076532,26.535139474242193
143,99.75257111591992,27.867525596159354
144,97.14590827014612,32.08343921161252
145,97.96329061410562,32.89398282297534
146,100.0,30.9416999464585
147,100.0,28.064765188382758
148,99.60282876894205,28.558588319211907
149,97.19849751218828,25.513415475701073
150,95.04661705909709,26.618882558892267
151,96.80845761749549,23.093748408259078
152,93.6742348290447,25.136149578230423
153,94.38146860454728,28.269840467865397
154,95.24278120611562,31.255108259354255
155,94.11770546536731,33.42425621117619
156,94.09500586693505,37.17529057901852
157,91.25692583452212,37.63571279550001
158,86.97552235238729,37.329694643983565
159,84.19051785906171,37.01808745931552
160,83.190812274339,34.42784172354819
161,80.93515012836195,34.04045269176461
162,83.34159639023416,34.14075295399633
163,85.57333209277101,36.2792956100086
164,85.92327714949528,38.89736062928037
165,84.88735704289962,36.526701724217936
166,81.08685463780074,33.70303177419045
167,78.69039422339273,30.238978192234796
168,76.67019930695669,29.685487776288273
169,73.7462572946815,26.1167084400954
170,75.69531404570964,25.271777094814443
171,75.17028963913995,21.418008448085352
172,72.2928315454173,23.07926143801671
173,76.44615200787315,19.817184960417123
174,78.99809648147827,16.770581270302944
175,79.80452356466621,16.598809886513635
176,82.05429804430382,14.402005919908078
177,79.60855004984673,15.00447983164413
178,79.56180082138029,17.89626341326381
179,76.76154599869405,16.096372000589533
180,78.1050413116115,13.314642223090042
181,75.40579476225726,9.99334095280133
182,75.90746709425514,5.886528317571772
183,79.94102706170456,5.75101456239893
184,82.86197406614149,5.929917305242458
185,82.41137405979657,8.239875081689814
186,82.29156498937755,8.715782665504674
187,83.40339818603965,9.315787722891136
188,80.7857812202981,13.00300080713873
189,82.96096368719404,10.61199071539717
190,86.43978405014347,7.056450470526299
191,84.47214444751673,9.464061966152887
192,83.64358209553438,9.558344788160532
193,83.98722986653897,7.386370972195968
194,82.82422103955284,11.007798009854291
195,80.3870610999351,8.789636668012644
196,78.16918778119079,6.259065317024101
197,75.54382619298777,3.144927950793095
198,73.39027457792501,1.0862004228016588
