timestep,soil_organic_matter_N0.8_C2.5,soil_pH_N0.7_C2.8,soil_moisture_N0.4_C2.0,nutrient_levels_N0.6_C1.8,soil_structure_N1.0_C1.5,microbial_activity_N1.2_C1.2,biodiversity_N1.5_C0.8,soil_salinity_N1.8_C0.5,soil_temperature_N2.0_C0.3,soil_compaction_N1.6_C0.1
0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,50.08199175577583,50.166301724131486,49.703160756559285,49.857093219607904,49.116602053568506,48.86979722327534,49.60148137020532,51.049818115380255,47.72413107420548,48.32269220894237
2,48.831032321591834,51.706790255867425,50.092779667061684,50.13635421805863,48.78568169212859,50.88395209838538,49.00958845040552,53.17592268070057,46.8819714548527,48.18549277549531
3,46.84653650090388,52.25741012974862,50.86422774881286,50.63919292158604,49.14815935986179,50.350687628195566,46.99623491042284,52.87102332291483,47.225211603582004,48.44173083422806
4,46.83199178905266,52.60582379388311,50.88701570182231,50.50905419844449,48.609081425775635,51.35471788507052,46.759464327955925,56.79067714669114,48.880981509541435,44.901528029853985
5,45.89892289790467,52.11536689137685,50.80905990334513,51.197561420557165,47.451915801364635,53.312984687355346,46.099611924591464,56.61659662558063,48.00242913906598,41.35496220803216
6,45.570035557633176,52.25084045235806,50.675212978975814,51.32238479556262,47.50572778721508,55.18468702759123,43.478598562612234,56.33114945064058,45.84383207399765,42.41868710808623
7,44.65222407721853,50.64509469014527,50.7384029874954,51.22597105914112,46.52658129626492,55.77452996549646,45.309770428184684,55.94083459782997,46.732589630632134,41.756136052112204
8,44.25702108845473,50.128936345623316,51.33040796540816,51.668079341615204,45.84966073136388,54.996828606352416,46.37767677417989,54.66717047274449,45.01623226561569,41.17950079734516
9,43.626468386179354,48.78827850291357,50.82472711526847,51.13694311604068,48.11972216710429,51.477732436503445,44.747040854331416,55.943730506382565,46.70202382254767,39.99562343273518
10,43.25027135281813,49.26170112707514,50.85960216072649,50.06473641663324,48.390396679029905,51.603580502721485,45.43152315589771,55.077894553909786,43.07728024047627,39.16374060488238
11,43.10515658900242,49.26702928003831,51.181013764980776,50.17811191978145,48.61806824115956,52.76900528925544,46.39467869796516,55.10634809980869,42.02321783646819,40.44335125380753
12,42.285156526898255,49.65799571466435,51.07733795853665,50.07658358339927,47.21112277095763,53.18780999968541,46.60239071544023,54.17394195615757,43.21538373515671,39.1761073114058
13,41.827807576675085,49.936594469667526,51.02750042423265,49.54475069313933,47.21909709712067,52.3986071371761,48.39752440946887,56.42176651542716,39.76991658137444,38.964072852284644
14,42.26770983680915,48.76436219951142,50.19443725892527,49.96653241082362,49.44359453797777,53.58243466883853,47.79234799576594,57.611055195886884,40.49376457367595,41.673068258952355
15,42.567695144380004,48.48537048430724,50.07516981368469,49.88563605968062,48.769765989716035,53.120909273073316,48.35012550065328,60.25918822041469,38.00676073696733,43.044115898900614
