timestep,soil_organic_matter_N0.8_C2.5,soil_pH_N0.7_C2.8
0,50.0,50.0
1,46.60455341130019,49.91348592705491
2,46.839843504637535,47.48688656770469
3,47.604944936871426,46.64182248429129
4,49.29935902122974,47.348863349921295
5,49.69666970797746,50.90683465838836
6,51.99834498674287,47.32758921275369
7,51.29181314180154,51.3387313196382
8,52.70975057570623,48.28177608473024
9,56.42115697160514,48.14913469168533
10,54.33704264404357,44.89072172858632
11,56.77371501466675,47.415746946879594
12,55.86991823786475,50.897158892592785
13,58.806858671980585,53.46282485200933
14,56.7326324021511,53.54580487336417
15,58.24117880187225,56.904039846502634
16,61.20051581251551,60.91188002731489
17,59.77388879111969,62.27753530583058
18,58.779283653052914,62.88592977934507
19,56.157462303772995,60.111870023224895
20,54.25944784575031,56.798103445710225
21,51.16265656496569,60.46677847274205
22,49.30110617750976,60.22066691413882
23,51.52653896289988,59.39921230871011
24,53.133018168682305,62.7046846836963
25,52.2132744814898,63.22583491155847
26,50.92028954069676,60.67520918396521
27,52.447592051430895,63.224314746864984
28,54.24102734638404,63.942242101124044
29,56.462473575867115,62.00740221390687
30,54.38225743631921,58.84959058328397
31,55.373267241943495,56.989832232945325
32,55.022720620925554,57.8020005079543
33,52.233836181505254,60.42996291464684
34,54.533984601444594,56.25457614895635
35,57.038250182242905,59.289733892674086
36,58.11208132879695,57.65728845648184
37,55.99318768519402,60.86914036405414
38,54.045016225452905,61.21699198724955
39,53.23010178203931,63.98685643015813
40,54.72369876127796,63.953361241582066
41,53.89848798018271,60.397277095626755
42,56.930432398121845,57.730983054224566
43,56.61553738320515,57.139906550257415
44,56.325664274517784,60.244944534545795
45,58.31818072668832,57.7644259815838
46,61.168267849484025,57.51711452028428
47,63.503997196083446,55.8943191623455
48,65.92563800875517,55.269771681518655
49,66.1266356445408,58.4921836088315
50,64.82620916130278,57.945009091027316
51,65.46067184807417,61.4361505585304
52,62.71398083216395,59.38439109120531
53,58.98481816018679,58.49662032316364
54,60.50889486362606,56.32885948146776
