timestep,soil_organic_matter_N0.8_C2.5,soil_pH_N0.7_C2.8,soil_moisture_N0.4_C2.0,nutrient_levels_N0.6_C1.8,soil_structure_N1.0_C1.5,microbial_activity_N1.2_C1.2,biodiversity_N1.5_C0.8,soil_salinity_N1.8_C0.5,soil_temperature_N2.0_C0.3,soil_compaction_N1.6_C0.1
0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,50.055545806513294,50.11184987069518,50.816021430502396,50.474095749601624,49.08288589140768,48.908050126589984,50.364497211658595,49.35131030369582,48.056282777180805,47.79006325498041
2,50.19019189113304,49.33208182501801,50.89255979996107,50.270527912916734,49.041475443205414,49.27153353326237,51.66362984135732,48.24308230206215,51.066756079224476,50.32419761622689
3,50.13368125469517,50.43244010301409,51.551902680437784,49.01892334520809,50.354749467315685,50.27208794106514,51.880612974948086,46.390122021632635,51.5148335561611,53.14792083992815
4,49.35595984970953,50.86675492524972,52.404814226535855,48.021891565090314,50.74283312869633,51.59690497650581,51.41260596910156,48.28734342289402,51.22805146179684,52.640409820946225
5,49.74518783020521,51.75589599469567,52.71667356004032,47.94714045107697,50.63183215131255,51.53191390209147,50.918144264929325,46.223902550240815,51.98493115745783,52.141021868720046
6,48.69625522868366,52.21674201188042,53.01448383446063,47.763602547188626,49.64114704212908,50.046567345129006,51.85176649384044,43.253769923421494,53.7227874956882,52.48605915069984
7,48.17557926306565,52.02878395751059,52.50893531635592,47.593113964493625,48.832226056172935,49.01968387574853,51.647760218502654,44.182956575727424,54.79977553957577,52.73294067947941
8,47.83056180001886,51.564709946868255,53.1024952104336,48.4265873405325,49.3154032511946,48.53968126817505,50.22615840586491,46.38184542399819,54.403200022313946,54.232146973998674
9,47.53873815184494,51.563616853448515,52.86638518549527,48.56508655066774,47.76371365713672,48.01696990922755,49.880053786482705,47.58977131018159,52.599290897659294,52.552466621875766
10,48.27632543104137,52.483029877177394,53.31013611742202,49.12101296360725,48.07754314247026,46.99843010469438,50.27619389977822,46.8367997984142,51.31447910072701,51.37555167798157
11,49.06341383910454,52.88745538345187,52.92825722383366,48.1052817854891,47.528387375340905,48.89169745862259,52.2600105039154,46.195623955067404,52.38792874158466,51.700675412920816
12,51.17775336654726,53.00987690068085,52.60924603022667,48.28828916721853,46.70725625693161,49.349376418317995,52.16832533275653,43.76495674843994,52.73708882382398,52.56185953997118
13,51.078936680224324,53.04215946882013,53.03287980360592,49.27600830881815,45.345794707384236,50.0615941769952,53.532504336416636,41.22404698705723,52.959870992931265,50.811457444704075
14,50.2866860934008,54.67526709978275,52.476671720001804,49.24091525770142,44.96680528769685,51.63299083127633,52.41566900375149,41.94073026343168,53.5687871796797,49.30060367402467
15,51.073918609546844,53.450799512386396,52.33292293780778,49.90783377913959,45.5559442964935,52.928213462810206,50.97253081837288,41.46234963408743,57.67878186761699,50.28550111437035
16,52.762642456634254,53.64174519791782,51.92909460481904,50.02402774077438,44.62362020571297,52.4758743244185,50.32436151726601,42.44482877374251,58.73396132817859,48.35998191065639
17,51.302194238435554,54.49460540873037,53.054515863240724,50.3103725210489,43.78668289438173,52.69330803309683,48.39763812488127,42.08491168042523,58.5001559535692,47.01002817201472
18,50.974635983258786,53.25424156944205,53.29872376541814,50.399387515311055,41.91763016864741,54.02409278093523,49.75562218001916,44.51720921925216,55.66283274617165,48.56411089459739
19,50.09886790041738,52.89632077713328,54.162564050016265,50.21086048359044,42.17847964074183,52.98268512202085,48.20110492691281,46.22544506678216,54.71613900001659,46.22148384990512
20,51.090479675780585,53.12770170044903,53.345349399160526,50.288253261076036,42.56950693578071,52.17557901330682,46.26027474461457,44.44107069833393,51.437282615388554,44.55590987290115
21,51.23599365294608,52.49271598418279,53.639998811451,50.11308851755468,43.59520843433985,51.601803564820564,43.33985978487272,48.01401373966538,51.892121274700514,44.78503676370855
