timestep,soil_organic_matter_N0.8_C2.5,soil_pH_N0.7_C2.8
0,50.0,50.0
1,51.89536039176407,47.44653269495028
2,51.90122541378006,51.39470962022558
3,50.873438538687864,47.33519710222634
4,52.77021187533542,50.798690077562604
5,55.15199553240534,53.627525747451465
6,55.04013215461848,50.056926230962596
7,57.42505796937262,47.21116293996012
8,57.15382863527502,49.05939890029901
9,55.14687225113073,45.508388065118474
10,57.92810114813295,45.465784286813594
11,60.11637020255412,48.332128221692024
12,58.90711920369059,51.006429857426234
13,56.699241911390395,47.29680212597287
14,58.431827976714,50.032130286375306
15,60.948797030289,50.50643059308005
16,58.3034385274764,53.47875429404956
17,61.076844755582464,55.68886330731404
18,61.71621408182608,54.1168540498859
19,60.126236991285424,57.53392324391541
20,58.7600825447509,57.49607490761417
21,61.3504766361296,53.30967129864663
22,62.44146198329401,50.5051421370561
23,59.77428817540704,46.776206563133464
24,58.38591688653485,46.766653286739015
25,57.570268539076366,46.83275312857377
26,57.925644771277426,47.55051884279816
27,61.253249122398394,44.23846815761457
28,62.622549234558306,46.586665132828166
29,60.41965013854474,49.217743294766244
30,58.53053343011431,48.73915443466419
31,61.070405690859246,45.53914502518642
32,60.518893790443556,43.049938785488614
33,58.110084862056695,45.55629002892058
34,55.77196062486342,45.19586729769117
35,59.5906989062598,45.00087057900583
36,57.64899407524665,45.271808823018155
37,60.85815427121081,45.334547262745936
38,58.517621249439514,49.19937071920736
39,57.931397289717815,47.727228374853496
40,59.411134583067,44.29854043229353
41,59.40447264946092,47.5579924223232
42,62.6906110151745,49.48825356790601
43,60.26180825281079,49.646142306289306
44,63.956140446459294,52.031118809709355
45,62.40614142400256,48.14666213107648
46,65.86547895458708,48.687219904340814
47,66.03408250918737,45.745534205288166
48,69.1485782093642,44.07069594620883
49,67.86035092620494,40.17490335070484
50,69.44799410585428,39.707611558663636
51,67.09687774692607,38.90935477188496
52,65.20423617291695,35.98675174098616
53,63.48692281485335,39.77871470935163
54,62.69644759132084,39.21475516413887
55,62.6236041290359,39.33937833724456
56,59.135305830488996,35.94148254018974
57,56.84348918255407,31.79526792488668
58,53.239178732994276,33.35191470067922
59,51.270603756807276,30.09991978837335
60,48.88105994864262,28.888317745835828
61,49.32656777213346,27.576650200339387
62,52.22555329519608,23.631372570497838
63,49.90132742718753,25.247885392253078
64,51.306952356957595,27.755223498879054
65,50.67210482566011,24.392295451527303
66,49.43795718946144,24.593088639111617
67,51.39503496912411,27.296877033788128
