timestep,soil_organic_matter_N0.8_C2.5,soil_pH_N0.7_C2.8
0,50.0,50.0
1,47.671965457373716,48.992937666573475
2,46.30276911329352,49.52812078042089
3,49.404380505031654,48.21113653937644
4,48.005812521720806,48.63298460588068
5,52.47906996508673,49.162657145794796
6,55.19904082704334,50.3169194213436
7,52.757893477394376,46.806314454931155
8,54.934234960405114,46.85107040935004
9,53.56976041808388,43.09109448565215
10,52.25008032376864,42.80055682993117
11,54.869002201681006,43.70895658372503
12,55.557652762364775,43.89258003094796
13,58.146272081031505,44.11985830588062
14,55.1522782255955,45.73038658848313
15,55.758910801137084,41.659781469733915
16,56.166719022184985,44.91134821368344
17,55.881063898154714,44.20077852343691
18,57.39481274667201,43.60693407497795
19,58.48988653905745,41.110789885962014
20,54.7752727591524,38.66068088469194
21,51.78814765419047,34.850164364099925
22,56.886435647320376,38.355363586392784
23,56.42216081803698,37.99628426441346
24,56.398244217136074,41.54244888628895
25,56.72155230635338,40.98826687147912
26,53.572803896646505,37.15375357531803
27,55.53066925287469,39.53003711485537
28,53.73355180237453,42.87201514365873
29,55.29084921014564,40.956566309722795
30,55.43444880489521,40.52566140142222
31,54.852743323050255,37.079451784788695
32,54.56131295079527,34.40409224131158
33,56.179755935344126,37.96258075063846
34,59.898334558982036,34.56809132417427
35,56.1317171416685,34.9206123163695
36,59.02675632869863,34.54866971422436
37,55.76590700935728,35.27373720511105
38,58.790996486735175,34.74478297558079
39,61.73624815684188,34.535720442834126
40,62.55889851473186,31.879361738976282
41,64.7896956996174,35.05032944699094
42,65.08243441727919,30.24256496902301
43,67.1659024251141,26.950466512901926
44,64.74512379302213,24.54516689701489
45,60.72011966509307,22.011293260663443
46,58.63023151604836,20.727083597816375
47,59.505588282191894,20.005462943459353
48,59.59981781910164,17.41909463177078
49,57.58286884352335,15.507659662196811
50,55.92370715218623,18.863869083479255
51,55.89807338159455,20.888736772592125
52,53.54120436839414,23.083904722681837
53,54.28622940750228,20.02627985942509
54,55.341222991092145,24.613040926890186
55,54.12028945803676,27.765809146838915
56,52.28005945948952,24.377529917670856
57,53.78313327704686,27.999370920045926
58,55.02918539795708,25.93866800015848
59,52.957469621781605,28.093109489588425
60,53.61325195742189,28.016456122108632
61,52.14517736599362,27.57018488869146
62,49.58006237024445,26.891991163158647
63,51.9745474999664,24.179767741844095
64,55.11338142063676,21.76107060573165
65,52.163166576910925,18.87384744579332
66,51.40566572798561,21.725536586615483
67,49.09714296750503,19.617895454299102
68,53.00261917506173,19.251648454188164
69,53.41734302546551,19.080694388109798
70,55.97099473347913,15.356878633738377
71,56.345790075468145,13.361509369126043
72,56.88508723932679,10.478328005926276
73,55.2535217733194,14.050818108941785
74,56.7142106911049,14.57813620640959
75,60.41121377335157,11.901638126771084
76,56.09706815372856,14.218332598953875
77,53.24343804292448,11.682799824770273
78,55.77891479025479,11.377237078969554
79,58.53062734530881,11.818518117984599
80,59.755720306551865,9.792528883310357
81,57.27916803481963,8.91126128991655
82,59.862904350660386,7.537164272113509
83,62.322776783894064,4.978546897630185
84,59.648266505197114,5.48333027620132
85,62.88257345641007,3.448005823261566
86,60.91905335071802,6.367231767443343
87,57.50262286562792,8.43456973374947
88,57.89576065362471,11.19509795659254
89,58.23495281357711,14.038595637536112
90,57.81215233632554,14.915453732816161
91,59.164439277902474,16.863705374938874
92,55.34514972965956,17.652215184567915
93,55.55142038431256,18.72297489992425
94,54.69887079639495,18.627434312735076
95,57.131554816682126,18.254918332852814
96,59.29956012999315,20.375709670566838
97,61.62658023528188,19.935945968292728
98,65.96389913119486,22.55231873698102
99,67.22191835177586,20.850534102630355
100,63.218270582069955,22.657936346841748
101,65.92248179039633,19.186423534977262
102,64.13241452767727,17.05727012300688
103,60.24515606853432,20.110463693196337
104,57.37600705758267,16.977219035011974
105,57.51206464812057,19.786356934784283
106,59.375864538911785,22.474805320849963
107,59.768967571559216,25.122061620736094
108,59.151181408580634,27.559083681244662
109,59.41959133560636,31.704566328150285
110,61.158992547414115,28.498009031656554
111,60.82214279421727,31.084360055720914
112,58.849253279476486,31.76437382142796
113,59.818537092377014,34.52815490140011
114,56.32185166636857,37.18546686056611
115,56.29955274771139,35.68220047730299
116,53.07921271053504,37.2070533762528
117,54.2853273774596,33.746904549920075
118,52.41599141376163,32.953591763956304
119,54.93509837920335,30.349296335143254
120,53.02033843161262,31.478865075988512
121,51.40525910968411,34.08853838520048
122,48.9294186982146,30.274314391319354
123,50.791369432920376,27.4577585752649
124,53.789907716169395,31.04300405251901
125,52.81671405187579,30.736797606565617
126,52.57968785662627,31.19175957192314
127,51.96046444229579,35.1256606009608
128,47.87575476429278,32.26663719997792
129,46.737517269153585,35.098272937369806
130,46.03925475395221,33.56401107174819
131,48.6493008230268,32.46227952977074
132,51.861490669203974,29.359659087674007
133,54.82300411169047,26.870588966100808
134,55.049081388050126,26.786559687616915
135,53.97111665492766,29.66891188455915
136,51.46017703913231,26.89044648800687
137,49.83244202025906,27.454649622693207
138,51.41910584676388,24.574700302221668
139,48.55367240526202,21.4344146717472
140,51.89187546434441,18.61362183802253
141,52.047009890529004,21.341255427018417
142,48.28451979169691,23.233672681843718
143,44.0110408896354,25.372116117994146
144,42.358420181786215,26.213315923125116
145,45.34497204130141,26.96045739453333
146,41.194404897138746,24.557505303342747
147,38.66609918029283,21.789530172386357
148,41.95160782708309,21.352430702982602
149,42.4835379856866,24.219925992075073
150,41.014683358448266,20.34214439960576
151,43.99672184050185,16.91135375896813
152,39.80895525264452,20.119989269816518
153,37.74422774085859,20.016274057234938
154,35.81240616136883,22.229204892328983
155,36.89344703211715,21.116136999757856
156,40.377379596166556,21.71505904778503
157,42.93445519269744,19.102146899902134
158,45.76422015650451,20.429997283433256
159,48.444236968679675,17.308581780051764
160,50.45374466507696,17.33377539299767
161,50.128103965166005,15.32302386668905
162,47.429283960557385,12.030634712846677
163,46.44619233049278,14.843585769746415
164,48.56930430666117,17.60285080458174
165,49.35966742722426,20.331263597083627
166,47.5862760386292,22.691602826211692
167,47.407108313515685,18.710648017927173
168,45.267373912540144,16.119147092252653
169,46.38065598155602,19.39958575943566
170,48.95260461743192,22.10121119488324
171,50.47624739378866,24.3514898298934
172,48.89817513451589,22.32281651407289
173,46.47623976858783,25.63412956622799
174,51.391629471561075,27.811909675490995
175,54.54128169981497,30.538345171816253
176,56.66439783367678,25.84027988711291
177,59.241397788243965,22.38497302124119
178,56.97410387173108,20.43527527458936
179,54.16825312189772,23.881150323147214
180,56.00507940190154,25.689091804604388
