timestep,soil_organic_matter_N0.8_C2.5,soil_pH_N0.7_C2.8
0,50.0,50.0
1,50.95038811252184,49.193317956983826
2,51.95420068431122,52.46300513880914
3,50.47424524174853,52.42542874540515
4,51.719500886657414,53.01477271266351
5,47.38705844922574,53.766251930043325
6,46.09548944321338,56.15526347259303
7,44.25025223991945,58.74947291279312
8,41.48678026670584,56.09622552644663
9,41.50278624665131,53.06054348233294
10,41.21476124339182,51.75276012896735
11,38.00005024514188,49.74082455893328
12,42.167473994086954,46.88618123450467
13,39.619349318393404,50.27371498800983
14,39.83106576518388,53.58619853397633
15,38.010936418233015,56.25188861329369
16,38.32869381096395,52.00050883833033
17,39.68816603396084,49.01957083893082
18,36.3909445508345,51.96420479381321
19,38.344967304413686,51.679081397497725
20,36.816188286401676,48.519742483252806
21,38.492502292841436,46.120936499219724
22,39.3044627560128,49.43563713047122
23,42.105291615525374,53.39981888700068
24,44.00433448161897,53.79091679814973
25,45.541245498951234,54.64228969986264
26,45.24034134968514,52.30662979961222
27,43.82288502710764,52.40502270832307
28,43.75541795480743,53.97872603062742
29,46.73063464575391,57.56925287074257
30,48.85526898829768,56.94601707079651
31,53.50010907546658,53.94184175109895
32,53.610744795604376,55.48154063438277
33,54.19253812857568,51.80050407312865
34,51.626635997448794,49.36693779951453
35,50.0575590689632,52.345979645464595
36,54.076301876379674,48.603837166584924
37,57.12746441300552,47.19746877014216
38,55.98468340689854,49.65447049324783
39,58.8311518715527,46.79629619600655
40,59.82955597468908,47.45924716284703
41,61.8231646101144,49.728971489091094
42,61.66811077528147,51.956903421210725
43,65.1378340488587,48.85147960619349
44,68.21954164908313,49.31020199080138
45,64.53893507723598,46.87565752657378
46,64.82093864398183,49.78396552654914
47,61.83824710414573,48.136000892198076
48,65.31250270877406,48.70589858299497
49,65.60155165342738,51.09696310389491
50,66.85671444815988,46.844034983865164
51,63.6523586438898,47.39350765890442
52,63.366458326368615,48.34462930204663
53,61.17286200119674,50.426851547888816
54,65.04771197089039,46.598667764295406
55,62.40091004329749,46.427975571034416
56,62.276893230110495,47.132179026030194
57,64.89386559796955,48.0055863695605
58,67.80918019991495,45.145422801647726
59,68.86009776272869,48.31853464304453
60,65.40312530690193,46.200497867060115
61,67.45674202814259,46.09363182544922
62,64.06727460101098,49.23200435429408
63,64.42250841962601,52.436464161715655
64,64.85751514149409,55.46374738675331
65,60.80335401947763,58.17185262492733
66,63.335664015258835,61.970477129100814
67,64.1929920380311,58.53989642063814
68,60.896190395202225,58.846175711145776
69,58.66444551541068,55.95837573267195
70,61.136003144301846,52.4098508480695
71,63.648274104968735,56.521074966028145
72,64.43594961380388,54.65549065159839
73,65.9637938845917,51.37962360492395
74,64.0132775419044,47.60600710979493
75,62.54947000279024,46.81245322489858
76,65.14667301109847,49.600721541269465
77,66.119241617052,47.27148565671208
78,68.17761691225073,47.18184477998598
79,68.1045183797774,49.83802510897015
80,66.77821139489488,49.74248783401399
81,66.24744473868446,47.45739759174113
82,68.46371703406838,47.49708729164151
83,71.02089227023262,44.8905044277588
84,67.58754673026212,43.71181742057143
85,66.36733041120807,46.27905018597146
86,67.39949798636574,46.00777587765814
87,63.53833923873507,45.97806630084668
88,60.56303706762052,46.38129527143269
89,57.658938528218535,47.753988902503956
90,55.559738625126876,50.80607211489531
91,55.57705413743016,50.78410163179593
92,57.467607611062355,53.35153652444944
93,59.776910074944325,53.338860092784806
94,61.03769313879523,53.01388537490675
95,64.42825912397713,54.591750129531604
96,62.45207438539717,57.19999106160565
97,62.50942084345702,58.63275596267187
98,64.21622224810592,56.18135644598592
99,62.8802029339066,53.94585205202264
100,60.345569481276904,50.196940613330526
101,60.856666235424086,53.218868628596745
102,63.11211359488473,51.22320730890165
103,65.31836432899793,48.11050529436681
104,65.92377704259131,46.70355666456761
105,63.70073262564501,49.50582711301613
106,63.675669186727895,46.4830265070969
107,62.78581028908049,46.794619885779014
108,62.47796474808661,49.27350352656764
109,65.60621460499068,49.95950405427191
110,65.74041696284478,47.12007650513553
111,64.22038280183362,47.76850708712929
112,64.33485697281907,51.16833483730672
113,65.0430684788617,47.33100692475748
114,62.94623123804494,46.90835835709072
115,60.63562400104713,45.690512877337014
116,60.868487879635815,49.44881306867759
117,62.5067354792076,50.046623019086844
118,65.35064190267926,53.55274622712583
119,65.13144932488774,56.27519688738905
120,68.92691370294747,57.15494021049872
121,65.71920610170612,60.62150973107635
122,68.91978717389964,60.405034933384506
123,66.97290917368014,59.8573052464712
124,66.85147446136011,56.601509314403174
125,67.34547468058375,58.193389691724754
126,69.20090457037792,62.27388112047607
127,71.29128786342984,58.59674229058004
128,70.8695374211115,59.17439749407819
129,74.23861313570265,55.53880551131846
130,77.14061882126497,59.4402424162868
131,76.17066109133063,57.083506311994455
132,75.76125574167128,57.42562205216758
133,76.94220994716255,54.0930927656121
134,74.769931126952,54.39165351552769
135,75.13955807012502,56.938911641195816
136,73.05843505686352,58.27144137617828
137,69.0011264656267,57.60779835781096
138,65.76411582607136,57.70405447643267
139,64.9806108209377,58.24899374864131
140,63.43671099562033,58.97644965064942
141,65.61018688143075,58.89231633691484
142,63.44548618458216,60.776996496002354
143,63.00103142920821,64.75800049734329
144,65.68196945869553,64.75076095051261
145,63.21961502911838,68.45311034822006
146,60.72472097662468,70.62727524605683
147,63.22345396073043,70.48363492737528
148,65.98760307203264,73.69663897699571
149,64.22808257857587,73.60993085305712
150,64.99106009807458,70.93173759044932
151,64.5450970001762,73.6742435196023
152,61.41694908180544,75.46179335857146
153,60.26438399043109,75.41379469836902
154,60.66981312673341,75.70942589043311
155,59.424930356928925,75.39629424520061
156,62.55987700115392,72.35475853016823
157,62.7490712464005,73.06675232720879
158,62.701266035180666,73.61504508852961
159,64.9524954074978,76.65645251454495
160,65.93835742028233,74.4020538206973
161,67.6327277492649,73.8880812500317
162,70.85400269826121,76.5451512044437
163,71.26409782443193,77.0464959956208
164,71.80885202893033,79.09326060061474
165,68.86503238238821,78.79161030948033
166,66.7812353377314,81.97735265729264
167,67.29119123354673,81.62269913066955
168,70.4698071866869,82.46982169748193
169,69.09519259257533,82.45657559597022
170,71.21877035439508,81.69757490834787
171,68.04451970594909,81.07756905216237
172,69.52943198028535,77.15371804257144
173,66.23083227813765,75.40739089307694
174,64.59291764689223,75.45402425374704
175,62.804030182598154,78.80244183381508
176,64.12593768826595,74.7931613808145
177,63.51517597705854,73.43665705961064
178,63.323762032745805,74.42068443005051
179,65.96947492368743,72.12619070591794
180,63.53757714240404,74.84424718586664
181,67.01628952562443,74.82912218547051
182,70.0309978134926,77.27757231730591
183,66.78343329600946,73.99060781143932
184,68.78532843953003,74.29095871633447
185,72.62622906686119,74.55857143502774
186,71.99041782209147,74.60163441260887
187,73.19954067349437,75.69818446082658
188,69.7526847997535,78.39764487163586
189,72.49466275571919,81.49739766976714
190,71.3313918982384,85.33572051647431
191,71.05755144521115,84.67733579536849
192,68.81709055324309,88.18285010219967
193,71.58288463018495,91.25821238994916
194,74.29711874469916,94.4500449122711
195,72.28123343476135,96.95791113916123
196,69.91017096078711,100.0
197,67.6333126790876,98.97577046636715
198,67.314967370375,99.51482020362687
199,70.4971876894537,99.52952009392527
200,72.76227914466428,99.56949125103192
201,69.1060714244787,99.47632857916464
202,67.99318527095399,100.0
203,66.61237104765262,100.0
204,63.24087696755898,100.0
205,62.82916229843306,99.20399602779295
206,60.85168894575163,100.0
207,59.122699006042644,97.50370989498299
208,60.0320215829799,99.71798838844002
209,56.63940978238069,100.0
210,57.92208613075014,96.47093696685818
211,62.00508539714653,93.55975726961
212,62.08027909561923,96.69856594705135
213,60.121682498676876,98.95942065642988
214,58.102155214144624,97.1660980509859
215,58.98829259777148,99.48023897773342
216,59.052434767917084,100.0
217,57.14944262690643,96.78235249997189
218,59.8616922434879,96.87087004252814
219,59.63878688634466,98.22304198759161
220,55.92904780625102,100.0
221,52.39124452425451,100.0
222,50.923850822563374,96.38071469061485
223,53.93824656177652,94.8405313940797
224,52.054122179358835,93.09414597353074
225,50.14246613829049,91.00163651113544
226,51.99365573266487,94.06541658446461
227,53.83586357720564,93.48540594354226
228,51.48133645044965,93.3916741288088
229,49.36012663811397,97.26353074392073
230,46.31783034640613,93.09425590557906
231,46.3836332971425,91.91328397686178
232,51.378081814603455,94.45830360926153
233,53.34378642988166,94.98868318587527
234,54.26409578740019,91.50893649764528
235,50.55426126447966,90.26179980629851
236,50.431520157254575,93.83639979563365
237,49.79965115486168,93.91662980839972
238,52.48757818822194,90.71829375199128
239,52.70177723536538,87.36890298837882
240,51.05974883572998,88.011888270894
241,48.992240759432434,91.1718657790513
242,47.04484277263154,89.20119044016292
243,46.664377731639604,89.39411423850386
244,47.12516536146074,89.82240234002367
245,45.74584091823059,86.85024601102091
246,44.98346535600186,87.60228856009158
247,48.10546776280386,85.62097229528268
248,47.1827759340605,84.96604432651138
249,47.451306045100196,82.60037039194222
250,50.47540575428495,85.98613530710045
251,53.12538342865832,89.18844277069142
252,52.271422254788675,92.13635383387783
253,54.344056688449655,94.60811470172304
254,52.86452952422178,90.87771259818155
255,54.807709447051714,93.5611136211208
256,56.55067542471405,94.00204042100368
257,54.96969924856715,93.1138287024335
258,53.4536069874431,90.36096408852382
259,50.64707583670527,87.81842861760039
260,47.14903977683122,85.10790753852771
261,49.965217157624195,84.29158444534228
262,45.63520175896987,85.35756643355899
263,45.86400653280799,83.83391090659275
264,49.00935995654338,81.62627980623873
265,48.62097000873591,79.3988705087512
266,48.7911234019631,76.50413653917444
267,48.10743460333307,72.05480181266054
268,46.090377027668,74.65966779560587
269,48.878900778914435,76.85836309300731
270,50.13897637094891,73.5444797017357
271,49.4831268318287,69.31072307794885
272,46.78731087468475,72.51617754859222
273,47.866806792455215,74.4473834216077
274,47.72394467866008,74.47282525634776
275,44.870218737917824,71.75634334624229
276,45.945829229289316,75.26375376414343
277,45.28649753263933,73.08767917157364
278,48.284918789403356,70.43713675245685
279,47.64372730159991,69.93617832988059
280,50.820312662464,69.39978542762462
281,54.24660664903603,72.90268340172928
282,54.89401514646414,72.10957040302787
283,51.23351053678607,72.34802952664296
284,51.78317909634459,71.9684839544548
285,48.38816580239869,71.3542790814385
286,49.16816954635671,71.1656099909071
287,48.33127717864083,71.91759587819422
288,46.62194430014819,69.0840390537897
289,44.989190046598644,70.83165854333197
290,43.526863877771525,72.0375259481102
291,43.70109436966242,74.2784345570429
292,41.83527603809993,73.54585858857871
293,40.90642360123946,75.33369821114992
294,37.632573066045474,76.97084208685116
295,34.88227732381338,79.32274887580004
296,37.80916307530334,81.22459710461918
297,34.60493649221521,81.6439549807448
298,32.195283867704696,83.56639725016406
299,29.31777532671245,83.59631089657944
300,25.39614162499757,80.32826758705201
301,22.98623961805562,77.0370947818177
302,25.319755981160913,76.5608765521671
303,27.765299888348196,73.68912032961667
304,25.37234670910533,76.93283007003694
305,23.67567123985874,73.6531252185029
306,19.91365057861918,73.26813424554183
307,17.008007847130067,73.71731742746547
308,14.676972989143698,76.10512446214267
309,11.140998304524818,73.94064771621956
310,12.445710241807681,70.86000951582014
311,13.448347808891128,70.48185009387929
312,13.999792763087846,66.74353259596603
313,16.955628147082436,62.613146351875834
314,13.804805801597267,65.48843315544475
315,14.011937512039395,62.81980358057382
316,16.765704336382875,61.74799899555239
317,17.135698095774288,59.82967211162846
318,15.303209807807917,63.10681347379285
319,14.787015018097318,65.59379073054873
320,11.4225073161291,66.65511676724978
321,12.826879740035183,63.02181293385479
322,10.885096806034499,60.42155739020142
323,10.692965288140545,57.7577057261081
324,10.24120701534332,56.58499324728266
325,6.449088528285774,53.70740435858443
326,4.615358051826744,51.17912841130518
327,7.095625782878612,54.06438565934767
328,4.888141441515145,51.76758567857079
329,5.68263166056134,50.61450274275979
330,8.0512248506421,48.15097992896893
331,7.703109190596856,44.8816750065045
332,10.860518369459575,44.09133915155455
333,11.905258150954257,41.53755487957328
334,12.425752431676537,43.687355379629935
335,15.091406204860506,46.57072704110409
336,15.049231676989812,43.93572524278148
337,16.01302008808284,46.80794039851193
338,14.398175194786594,48.966630164293605
339,14.296981566917774,50.07134468983928
340,17.74440894514048,50.73194910224822
341,19.55318937429858,52.114720058325005
342,21.411708386739676,52.536533235717016
343,20.99551799287574,52.45292427013569
344,17.10867564293309,55.17321595388487
345,14.534201205227774,57.05912246177426
346,13.564040114541584,54.35444559468142
347,14.983948846850351,51.68180968200866
348,17.59809744332945,49.0900644665688
349,17.358897113998907,48.76416128685359
350,20.31154336413412,46.186087219884364
351,18.47014454445476,48.4273036480643
352,19.12022467531986,46.29607618470628
353,17.005902271037968,46.097867514531956
354,17.56550154131493,48.12371414619974
355,21.03815896863123,48.04453512565649
356,22.433612576755184,45.43908793943221
357,19.32833978482172,44.01698368754045
358,17.282453827446677,40.817647852427726
359,14.913923102575586,41.48576669007706
360,11.808560677665177,42.15955206022908
361,9.462476315161737,43.965836484438626
362,11.340266965532306,46.399106303646505
363,13.589013574627371,46.6292365432401
364,10.263777655473099,49.28929109539481
365,10.140019139839355,48.97947007435548
366,8.192893758660386,48.18263066106512
367,5.7256890274366175,50.49519395341003
368,7.736254335221847,53.56279677122566
369,9.181922210308798,51.44315294560682
370,5.768078367135934,48.75535448100335
371,6.374740915446165,51.87237575779373
372,5.515626842720131,52.47452406537955
373,4.975995523336004,50.44574932708392
374,7.1407614568039826,46.920330575031116
375,6.506957040890379,46.29742360844808
376,8.746295134440253,48.872989294361396
377,5.64852937923687,51.67290432119051
378,7.022550293465811,51.96633432744728
379,7.730050388411464,52.91851740573009
380,9.676910591653394,49.690988222626395
381,9.209105769503287,48.82593298232352
382,11.966904185408385,45.63316934720695
383,9.98263654946226,44.99654152605487
384,7.106937222928407,45.25559015339988
385,6.81702252025993,43.38121460423076
386,3.167748049906917,42.914069817516335
387,0.0,46.06129603628083
388,1.592771800757474,45.921042239090255
389,4.014725926929619,42.03472088341507
390,4.611475102275254,41.85690412661161
391,6.265322337007746,39.44540821150733
392,7.287760861264733,39.80510495814124
393,2.8164582148595994,39.11512462410725
394,4.433927569262539,42.28880815386391
395,2.3617397374785423,43.2089783272589
396,2.0599503131946593,43.80560464221444
397,5.2400206204002675,43.22002833528607
398,8.587989640304361,41.07471863027432
399,11.254571148734314,43.17109043594437
400,10.50723858938364,45.984247901184865
401,11.98316701166571,49.25948847485916
402,12.028050465509196,46.44001504855496
403,14.678225659005436,43.22845087943989
404,13.199015822430658,46.479721318390425
405,15.631911051632196,43.42694627390639
406,18.303272267663054,46.77128241733192
