timestep,soil_organic_matter_N0.8_C2.5,soil_pH_N0.7_C2.8,soil_moisture_N0.4_C2.0,nutrient_levels_N0.6_C1.8,soil_structure_N1.0_C1.5,microbial_activity_N1.2_C1.2,biodiversity_N1.5_C0.8,soil_salinity_N1.8_C0.5,soil_temperature_N2.0_C0.3,soil_compaction_N1.6_C0.1
0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,50.91088805928994,50.48443829708358,49.58873236230687,51.045008398858975,49.66901860824103,52.087071621426915,50.8308084303776,48.80580114147261,49.129884327681175,51.152233928190164
2,50.89922611342584,50.54285170226618,49.397832239858,50.857464403133015,48.072993362537595,52.79888546457938,53.60245865146883,49.22033915633806,47.37937687962457,52.908045364326476
3,50.6346061360874,50.32101950155547,49.212136141933065,52.269528481114655,48.207816194011265,49.378604017857974,53.27256954253672,45.487171489291775,45.554001516441595,52.20330555310449
4,49.94469431734523,50.01802812956791,49.469863727887464,52.7557692123481,49.119128314732095,48.91066050227939,52.751710790471364,46.068239934243685,43.2856186571904,52.38180525054721
5,49.90572698860915,49.27083767775965,49.307965174896005,52.8757170388762,49.25700032550805,51.19070878913191,53.09157146155331,48.73053324288436,44.74221219046831,52.736294043956825
6,50.355938749363624,49.76215589532858,49.56573537343873,53.17682160068425,50.018918693300165,49.83840616526254,51.63492101630182,51.036217268065606,47.253698202815755,54.968437630306205
7,51.18418547597162,49.95594885330776,50.019952315211064,53.16907631566894,50.49669710767456,48.773179105716224,51.79619991637207,50.65995907846248,46.391121425284304,58.52461238677319
8,52.18174642988316,49.84325468233225,49.786082311208034,52.25267654308721,49.826726346796605,47.490991630801446,49.475382322319135,48.35272424251902,40.978685604361864,59.18418276566979
9,53.69512075249534,50.27734299983668,49.722252601957734,52.93320224751398,50.96056883859696,46.821408233568626,50.616856178341926,47.48234637726292,43.77610056373894,58.9872895121655
10,53.09781645808326,50.72789236746941,49.83104339264614,52.76357368785367,51.510414300480576,47.152208495039126,49.71087427663282,44.50163575836901,43.62765702107181,58.136696506293696
11,53.125901662500404,49.640859641054796,49.65577848968967,53.280071395960704,50.09225874628577,48.73602107207924,51.250794810601555,45.038465770452845,41.1136353485769,55.10028133288604
12,52.12875229876613,49.239414450591696,50.05480231029882,53.246755304898215,50.41858161659495,48.3559207766474,51.91941540176315,46.81236458635589,42.21316649771451,52.619299515566055
13,52.52022891444409,48.89802529398381,50.07033053725181,52.6342017628161,49.441481359483845,46.7274914720647,53.3688174067412,50.821889914307604,40.94914516579925,50.72038187517495
14,53.372769695672716,50.368582403512605,50.11032918254813,53.72399148498352,50.27467564179594,47.25850736576305,53.631084839192816,49.731057362711105,43.48334092390942,50.93853104834507
