timestep,soil_organic_matter_N0.8_C2.5,soil_pH_N0.7_C2.8,soil_moisture_N0.4_C2.0,nutrient_levels_N0.6_C1.8,soil_structure_N1.0_C1.5,microbial_activity_N1.2_C1.2,biodiversity_N1.5_C0.8,soil_salinity_N1.8_C0.5,soil_temperature_N2.0_C0.3,soil_compaction_N1.6_C0.1
0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,48.205487063942776,52.77907906752519,47.79179924236799,50.75448961776077,50.82162971726665,48.08120559760938,48.643674972461696,52.457537524810235,48.88494587160844,50.6427342506822
2,45.16796388393092,49.9460651396523,47.43284915212283,50.72024569729595,50.004642240173666,49.20071904096056,48.10812720283203,50.1649346399164,51.14154915388905,51.31672629000565
3,41.95212959846567,46.95425527561545,49.05102113759812,50.62950696945979,47.029569909076685,49.908333569225725,45.33657331522843,48.293634308133385,50.904653427476674,52.88172862339465
4,39.28957902168186,47.09019048636698,47.748872271348354,52.03643848882947,48.69155398030092,48.830849194518436,46.950924298148315,46.2744645819331,46.92661194383057,49.46713705117096
5,38.170143510846714,50.2313218552418,45.978745522477155,52.04099258574458,50.934359914629475,45.56417528377048,46.35370990641852,45.29144111729915,44.57613543357486,49.314451474066374
6,37.522779537241476,53.52467239785285,45.983543066617415,54.411075511455664,49.7909834736646,46.31159206337355,48.270403356698374,43.22738041683303,46.6403324644048,49.468832717214454
7,33.842813342014,57.550635931931936,48.227400951630194,51.759561659362646,47.57004313863877,46.632375298350254,47.84936916015913,43.7047178657241,44.476419172897394,51.85668000211356
8,36.56517795642289,60.54528888260042,46.515513740636806,49.71647522083217,47.76452347978284,45.16792895394341,46.39290922857171,43.519623916437624,44.39988311299732,55.52933239613794
9,33.40149418842896,60.165316049506124,44.58881194095973,51.53406007389307,47.2889607428879,46.57776798494231,46.685675414127715,41.21373378190867,45.77842012954606,57.47925847809437
10,33.51081110671711,62.878839581562275,46.34340143449533,51.62720689536147,45.95483910938015,45.293271187875995,45.03050782954766,40.17367592616258,44.7873249241251,57.573410846543936
11,36.848622015496694,59.35433976949845,47.07978109684609,51.956626173529614,43.457518819247184,42.99114083683575,43.15785819981565,40.30561254985475,44.738776149994244,55.14805350946898
12,35.02093872993192,59.09737951374555,49.15434549524148,52.632524018324084,42.1679210753906,41.635251882032,43.73212002720708,37.16598607409428,46.274575316148145,55.187372742618386
13,31.700231800323596,56.77126759061905,49.3421295351304,53.7401244937888,42.16924686309728,38.63024570439886,42.91604014525013,33.241672359142264,41.52642830541458,56.96035086219734
14,31.4856496303226,57.0363755687043,48.82248751310332,53.612890643802785,43.65875718591265,37.58424204954381,44.19885388715858,34.5756366526593,40.593432849084856,56.65955923537701
15,30.992614069075763,54.4514662584396,48.34090599148405,53.460307231509766,42.54680276523912,37.728166419374496,42.9197919251399,33.66579353832494,43.10842414193023,56.73190784281884
16,30.139349085642134,53.7485274970244,49.92032132760233,54.88470364266312,41.33180840455034,37.79075290350279,39.75991208247884,33.4264981574292,43.25818152788615,55.116550156236634
17,30.661856074187423,51.373156439077796,49.8606379091094,55.52124851434419,42.29433707064808,36.38381339257823,38.106981507069776,32.27280119038174,40.09960352307737,52.45212797710651
18,29.659096125975907,51.857421779926995,49.45080406941628,57.70170037812213,41.9415558578565,40.697143575439334,40.94495452173865,33.00462478875732,44.30628017169563,49.46140432007847
19,28.659811033968783,51.84422453355949,47.986332045011935,56.949718795630645,40.11793112552325,42.641180863836865,42.31038675699575,32.76516472495824,40.71315255256758,48.177464850843485
20,26.5088276960186,50.9515291128597,47.91765645044346,58.40500533409781,38.79301167615438,40.173985982023105,41.21735672635805,33.90575866844783,40.3529986288997,48.54327711908163
21,23.325775472430518,51.98826763074348,47.56948587190233,57.850669213911836,38.88637394236742,40.815881648722836,42.53071322440406,30.90432807880861,40.18586567518248,49.482353244115046
22,19.85378844128071,47.542023221396434,45.489632692993695,57.37601787922776,38.24401738481183,40.53707818531719,42.617631166260544,32.22101877805292,39.37619838389596,50.88691458265704
23,20.116847983070127,50.690576748740845,43.28800642865012,58.21257547075082,38.5178066138248,39.47059486885879,40.9253132985588,32.109710391498425,41.858946666298536,48.72241179922007
24,23.389434022555637,47.2808895240846,45.40185826570338,56.393642044760206,38.47414850061884,39.53152252381837,41.44528069736018,31.130506966544402,43.60055613314907,49.350991925322205
25,20.45753707523091,49.35902973114811,43.38167562582148,56.22383181465815,37.31487562543537,38.09728941603149,42.37873575213406,28.294639056791823,45.01833167613075,47.06161150814983
26,19.93185713802821,45.648490010639236,44.89771242360727,55.34676158778577,37.654207747687565,38.03557372865869,41.94295421515635,26.22137904804889,42.79250852234784,47.50310415891392
27,17.294325465377085,43.44002356358861,46.56843903896582,55.35788962201203,35.599501517959574,37.010277016481396,40.910359554084955,26.031242964325983,43.465398399721636,43.32597280763862
28,18.038113404481088,46.502414626000714,46.662836209655815,55.32416981713364,33.5597589946758,36.05827882630026,40.21595288358158,26.48879133708115,45.114427264840465,44.17288591929321
29,20.64131916094233,49.77307935587649,45.16338822064165,54.37806966032587,35.77513332414828,34.20508326923312,43.10331986227027,24.27953195075604,42.07574855563938,43.874768858751985
30,21.67703959058703,47.17315570522011,42.888109666408866,55.85824294880273,33.69168287361822,36.44423828356037,43.24155868730942,25.063934127757076,42.01127631841844,43.79127900369759
31,21.038182108708472,50.188121765795515,43.1086235957094,55.93929372293657,30.878165645130697,36.027824810727836,43.765147701418044,24.559980600420918,40.097148393880545,45.44473851293203
32,18.37897743831996,50.96178738944962,41.30843668273377,53.275373005803516,32.120734814807335,36.509438081652675,46.0253094648943,22.514940449334787,39.25226068174531,47.715238554936874
33,20.393996689645302,51.406195919204684,41.08912440549478,54.80520004496633,33.15799530415004,35.63096031136672,46.386728608373645,22.836719269185853,35.867655541981875,45.46929871744388
34,17.037145724344306,51.230090479671205,39.33285437983658,53.1426310764298,34.34464740867903,37.34913680034445,42.60234946161004,25.23150172171053,38.74339554757673,45.44849374658397
35,20.25225911291696,51.084215867227876,39.12848048481419,53.73744981104684,36.49049974914725,37.88131779911881,43.03027445414353,28.150239473108314,40.34669177807222,44.07548611452059
36,17.030532670574765,52.455272226675284,36.29711623639871,55.01713796956523,38.962542958969905,39.606972629819516,43.01869310094344,30.025014085279995,39.194339371917486,44.58995206317483
37,18.990370628786426,51.70254706811369,38.37438422438443,57.157372203958396,39.12199895867764,41.019321565049495,43.05606602618059,27.456045616713368,38.74705839437865,43.416841317934484
38,16.396852213317707,54.979983793935006,36.88967958359139,55.57916772811869,38.098873918181155,42.629348664595355,40.68820095514331,29.2144971863186,36.022143449850354,42.58597207132
39,18.001227372685612,57.50504637138228,37.00284624890235,52.92687014427186,38.09761353053019,42.04728554068847,42.553476583759426,25.74558346886266,37.306310401163756,41.46505021094116
40,15.649966189415695,55.56272317394233,34.80465675941021,55.70040437147021,37.7650891909814,42.80148533431118,43.334044575407574,24.42755530646778,38.324366308277014,40.7872309714315
41,14.767252482923745,56.22940706364949,34.99801384829396,56.9574541317516,37.73264954949636,41.439713430513144,46.31151751586657,22.910899971541948,36.60268838187256,42.73493995177494
42,14.598841172276517,54.104553192216635,37.26545199801049,59.07590071580611,37.1948225781476,42.236455059520466,48.13036781745821,24.28208838360809,37.645718623632696,44.585492330643696
43,13.269226594278447,51.408120129734044,35.299903585460356,58.847635762468244,34.615473118769685,41.22725057793732,46.40132385913856,25.474449754553426,35.02102885468137,48.138597777154665
