timestep,soil_organic_matter_N0.8_C2.5,soil_pH_N0.7_C2.8
0,50.0,50.0
1,47.6185801368576,49.28985780331221
2,51.485872725010125,45.920626510398364
3,52.02338540110056,46.7399066968781
4,48.62778277489997,43.05729431554755
5,51.59856802645622,44.92777411705109
6,51.593021478726044,40.62402216138715
7,50.36869440082681,37.756187896716554
8,53.41471028118087,35.58372705587753
9,55.1617146225522,35.63008347432814
10,56.98632797969218,36.021177819664395
11,57.15590391236469,37.84781448246093
12,59.354858768445006,34.425137895806124
13,56.1991897047025,34.40285151689836
14,59.21923449587214,31.42143035627749
15,60.45955470401087,34.29278585250191
16,62.49865518866154,36.97819525495636
17,65.10039015878965,35.23281177692922
18,67.99837026127906,32.34311315361596
19,70.03707256858999,34.689740727841595
20,70.13838753420832,37.45703057845096
21,72.72235204721511,37.39064992074379
22,71.17181929249506,40.083592969967434
23,69.60440939495152,41.51978982783133
24,72.76394340621809,38.96607413784541
25,76.21389990532332,41.33544508931656
26,77.4686491375381,44.37932370889999
27,75.62448079762692,44.592156545588935
28,72.80593727533699,41.76509393003064
29,70.95217610404487,45.27230148148383
30,70.66389023444678,42.16358971635455
31,72.23661172130288,38.8694726109762
32,70.90240364738857,42.59905672404112
33,68.24396714396754,39.77782454673069
34,68.72781762737368,43.00399522152932
35,67.66097481819678,46.63582840600394
36,66.21278291696824,43.714945679423586
37,66.13754144940332,45.59368044701275
38,63.02267669164135,46.044194432614695
39,60.763157351659125,43.21686159637802
40,58.956685429072095,43.50993483444637
41,56.14558642812866,42.003147166677465
42,56.66284356625016,43.09430778302427
43,59.70220096535924,46.476889434475936
44,59.85961233859266,45.59617685978453
45,58.62385665616301,42.84367444943443
46,59.922505350730006,41.083243364630256
47,56.44412187216517,43.41146713659069
48,57.979977176610404,41.15917246022356
49,56.310632109527766,38.23122570526541
50,55.575681949661735,41.14384489297134
51,55.00775014474373,44.40794960380916
52,54.99756329715169,40.34162538712431
53,55.56549067098267,37.75498899329567
54,58.562252742469965,41.99563587603351
55,55.258662464412836,40.09990735754834
56,53.17444407090412,43.04986435790398
57,50.81604256621418,47.28265075600832
58,52.10153916784739,50.395763046349394
59,50.70993350467864,48.33133043498418
60,52.298285879989095,46.71076267774834
61,52.944551632655,49.47608687809216
62,51.896787409244894,53.06427155413066
63,54.594564826970405,55.96033134335765
64,53.83778882974406,53.468161691150385
65,53.429468058254166,55.12682392584944
66,54.04419552068226,55.018637545349435
67,53.53675814417748,57.592342158673155
68,56.665623479055846,60.4867737880045
69,59.4877239425291,63.744009672600654
70,56.8252895926388,63.98046009089236
71,54.43463324440367,59.05965737435297
72,51.77329076826764,56.167970424848804
73,50.64416650818452,56.56410805984919
74,51.27473328819068,54.407459747348774
75,53.70950986161374,56.43839472695143
76,55.87878164209826,56.62434758277334
77,57.78531763808299,56.04698900340189
78,54.18924347980499,59.039322300417595
79,52.287018536412184,59.28817689757816
80,51.81456674730902,59.91667690912378
81,54.391140221844005,57.46491339780339
82,52.16233592517725,57.29335226104902
83,53.20033823551969,56.677634585951765
84,52.29035268237935,53.28967899018845
85,54.50180381962958,50.66019789895796
86,52.54142541843271,47.95850347367437
87,54.00717481473414,44.91905214626875
88,56.62030573250167,48.88346463975187
