noise_std,control_strength,satisfaction_rate,control_effort,belief_entropy,mean_free_energy,final_state,mean_state,state_std,repeat
0.1,0.1,100.0,0.0,1.0986122883681095,,52.74711743075292,50.92014046573839,0.8240226020177538,0
0.1,0.3111111111111111,100.0,0.0,1.0986122883681095,,49.24381160617682,49.128511887686905,0.6090311529888254,2
0.1,0.3111111111111111,100.0,0.0,1.0986122883681095,,52.04539149844552,51.18120979040519,0.8006069344817889,1
0.1,0.3111111111111111,100.0,0.0,1.0986122883681095,,49.982440874818074,49.69500442163687,0.7387511012009051,0
0.1,0.1,100.0,0.0,1.0986122883681095,,51.60893684154342,50.55584092726307,0.5136722321348157,1
0.1,0.1,100.0,0.0,1.0986122883681095,,49.63576060534291,49.643949429410604,0.326988346331771,2
0.1,0.5222222222222223,100.0,0.0,1.0986122883681095,,49.43234730410769,49.82279843309215,0.5083931416824123,0
0.1,0.5222222222222223,100.0,0.0,1.0986122883681095,,49.22487107615714,49.60208916862186,0.3927673910038933,1
0.1,0.5222222222222223,100.0,0.0,1.0986122883681095,,48.49844681495488,48.79469043145164,0.35439127649294766,2
0.1,0.9444444444444444,100.0,0.0,1.0986122883681095,,50.960090456032006,50.73576511053901,0.30369574048834846,0
0.1,0.7333333333333333,100.0,0.0,1.0986122883681095,,49.12338948643577,49.34847016118632,0.5042476700584396,0
0.1,0.7333333333333333,100.0,0.0,1.0986122883681095,,51.19926080042025,50.2539311293447,0.42875276772831,1
0.1,0.7333333333333333,100.0,0.0,1.0986122883681095,,50.15763392291783,49.94675329013451,0.3545141456596605,2
0.1,0.9444444444444444,100.0,0.0,1.0986122883681095,,49.22244633737796,49.75596539798999,0.5324058745364634,2
0.1,1.1555555555555557,100.0,0.0,1.0986122883681095,,49.11007913237054,50.356612389531634,0.4868975847471661,0
0.1,0.9444444444444444,100.0,0.0,1.0986122883681095,,52.2252418194835,51.053264241663406,0.45726702486378945,1
0.1,1.1555555555555557,100.0,0.0,1.0986122883681095,,51.86638294044309,50.391796836925565,0.8055515898335919,2
0.1,1.3666666666666667,100.0,0.0,1.0986122883681095,,51.26862957521407,50.21997086770186,0.409167819780424,1
0.1,1.1555555555555557,100.0,0.0,1.0986122883681095,,52.93974434304724,51.357083291158105,0.8362725811100311,1
0.1,1.3666666666666667,100.0,0.0,1.0986122883681095,,49.42668567142969,49.62247143398877,0.4765825111962175,0
0.1,1.577777777777778,100.0,0.0,1.0986122883681095,,51.4103666670222,50.32725330666335,0.7155288844964689,1
0.1,1.3666666666666667,100.0,0.0,1.0986122883681095,,48.87368914939726,49.70461374234752,0.4324973159278386,2
0.1,1.577777777777778,100.0,0.0,1.0986122883681095,,51.571130591065106,51.466496795614766,0.863750645334155,2
0.1,1.577777777777778,100.0,0.0,1.0986122883681095,,48.93227329862473,49.33991709265488,0.29710344641902203,0
0.1,1.788888888888889,100.0,0.0,1.0986122883681095,,49.10996462062029,48.789205141807,0.7893843104004024,0
0.1,2.0,100.0,0.0,1.0986122883681095,,48.85464927653242,49.33149208308351,0.3362402188062387,1
0.1,2.0,100.0,0.0,1.0986122883681095,,52.028502944556415,51.60060828974148,0.850923844077116,0
0.1,1.788888888888889,100.0,0.0,1.0986122883681095,,48.20162397034171,49.6604044157959,0.5375397053877274,1
0.1,1.788888888888889,100.0,0.0,1.0986122883681095,,50.512051350052666,51.30885457903421,0.5482230101007682,2
0.1,2.0,100.0,0.0,1.0986122883681095,,47.35804343549013,48.60243760373957,0.7833306790884914,2
0.3111111111111111,0.1,100.0,0.0,1.0986122883681095,,51.156720574937914,50.81763405631578,0.6705318000814768,0
0.3111111111111111,0.1,100.0,0.0,1.0986122883681095,,48.596283253523005,49.441465447328156,0.6747360717294196,1
0.3111111111111111,0.1,97.5,0.0,1.0986122883681095,,45.94864898927557,47.87774027119099,1.7253663276276006,2
0.3111111111111111,0.3111111111111111,99.0,0.0,1.0986122883681095,,48.24630909030733,47.30917843419671,1.1395760333647995,1
0.3111111111111111,0.3111111111111111,100.0,0.0,1.0986122883681095,,53.77644695953081,51.83966906209693,1.4072581779448308,0
0.3111111111111111,0.5222222222222223,75.5,0.0,1.0986122883681095,,56.69413339817152,53.67214447768674,1.5363844454543278,0
0.3111111111111111,0.5222222222222223,100.0,0.0,1.0986122883681095,,48.65776045396156,49.93457873129177,0.9800853627643205,1
0.3111111111111111,0.3111111111111111,97.5,0.0,1.0986122883681095,,54.71863993129795,52.586380553350345,1.7463136586849741,2
